category,topic,question,answer,keywords,priority
addiction,"Judi Online (Judol)","Saya hancur gara-gara slot/judol, utang numpuk, mau berhenti.","Kecanduan judi merusak sistem reward otak. Kami harus 'Merusak' kenikmatan judi di otak Anda. Sugesti: 'Judi = Miskin/Hina'. Kami putus ilusi 'Bisa menang lagi/Balik modal'. Terapi juga fokus menenangkan kecemasan akibat teror utang/pinjol agar Anda bisa berpikir jernih menyusun rencana pelunasan, bukan lari ke judi lagi.","judi,slot,gacor,utang",10
addiction,"Pornografi (PMO)","Kecanduan bokep/PMO, otak rasanya lemot & malas.","Pornografi merusak Prefrontal Cortex (pusat logika). Hipnoterapi membantu 'Reboot Otak'. Kami lakukan Aversion Therapy (membuat pornografi terlihat menjijikkan/membosankan). Kami alihkan energi seksual yang meluap menjadi energi kreatif atau olahraga. Self-control dikuatkan untuk menundukkan pandangan.","porno,bokep,pmo,candu",9
addiction,"Alkohol/Miras","Susah lepas dari alkohol kalau lagi stres/nongkrong.","Alkohol sering jadi kruk emosi. Kami cari akar masalahnya: apa yang ingin Anda lupakan saat mabuk? Masalah itu yang kami bereskan. Kami tanamkan sugesti bahwa air mineral/jus jauh lebih nikmat dan menyegarkan. Rasa percaya diri dibangun tanpa perlu bantuan alkohol.","mabuk,alkohol,miras,minum",8
addiction,"Belanja Online (Paylater)","Gaji habis buat bayar Paylater, gak bisa ngerem check-out.","Paylater memancing impulsif. Kami tanamkan 'Pause Button' di pikiran. Saat mau klik bayar, muncul pertanyaan: 'Butuh atau Ingin?'. Kami bantu Anda merasakan nikmatnya menabung dan melihat saldo bertambah, menggantikan nikmatnya menerima paket belanjaan.","belanja,boros,paylater,utang",8
trauma,"KDRT (Kekerasan)","Saya korban KDRT, trauma sama laki-laki/pasangan.","Luka KDRT sangat dalam. Prioritas kami adalah mengembalikan rasa 'AMAN' pada diri sendiri. Kami bantu Anda melepaskan identitas 'Korban' menjadi 'Survivor' (Penyintas). Ketakutan pada lawan jenis diredakan perlahan agar Anda bisa berinteraksi sosial lagi tanpa gemetar/cemas.","kdrt,pukul,kasar,suami",10
trauma,"Pelecehan Seksual","Punya masa lalu kelam dilecehkan, merasa kotor/hina.","Ini area sensitif yang kami tangani dengan sangat hati-hati. Teknik 'Washing Machine of the Mind' membantu membersihkan perasaan kotor/najis. Kami tegaskan bahwa 'Itu bukan salah Anda, itu bukan aib Anda'. Kehormatan Anda kembali utuh. Anda berhak bahagia dan dicintai suci.","leceh,perkosa,kotor,aib",10
trauma,"Kecelakaan","Takut nyetir lagi habis tabrakan parah.","PTSD pasca kecelakaan (flashback suara benturan/darah). Kami gunakan teknik 'Cinema Technique'. Anda menonton kejadian itu di layar bioskop mental hitam-putih dari jarak jauh, sampai rasanya netral. Setelah emosi takut hilang, baru kita simulasi nyetir lagi dengan tenang.","tabrak,celaka,mobil,takut",8
trauma,"Kehilangan Orang Dicinta (Grief)","Istri meninggal, saya tidak punya semangat hidup lagi.","Grief (duka) ada tahapannya. Hipnoterapi bukan untuk melupakan almarhum, tapi mengikhlaskan kepergiannya. Kami bantu Anda melewati fase denial dan anger lebih cepat. Kami fasilitasi 'Dialog Perpisahan' yang indah di alam bawah sadar untuk melepas rindu, sehingga Anda bisa melanjutkan hidup dengan damai.","meninggal,duka,sedih,istri",9
students,"Bullying di Sekolah","Anak saya takut ke sekolah karena diejek teman.","Kami bekali anak dengan 'Mental Shield'. Ejekan teman dibayangkan seperti bola pingpong yang memantul tidak kena badan. Kami naikkan level percaya diri (Self-Esteem) anak agar dia berani berkata 'STOP' atau mengabaikan dengan elegan. Postur tubuh yang tegap dilatih untuk mengurangi potensi dibully.","bully,sekolah,ejek,takut",9
students,"Kecanduan Anime/Komik","Anak hidup di dunia fantasi terus, susah sosialisasi.","Escapism (pelarian). Kami tidak melarang hobi, tapi menyeimbangkan. Kami buat kesepakatan dengan bagian diri anak (Parts Therapy): 'Waktu fantasi ada jamnya, waktu realita ada jamnya'. Kami cari potensi dari hobi itu (misal: belajar bahasa Jepang/Gambar) agar jadi produktif, bukan konsumtif.","anime,wibu,kartun,nonton",7
students,"Takut Guru Killer","Nilai jelek cuma di pelajaran guru yang galak.","Ketakutan memblokir akses ke memori pelajaran. Kami lakukan 'Reframing' terhadap sosok guru itu. Mungkin dibayangkan guru itu pakai baju badut lucu di pikiran anak, supaya rasa takut hilang. Saat rileks, anak bisa mencerna pelajaran dari guru tersebut dengan baik.","guru,galak,takut,nilai",7
students,"Salah Jurusan","Mahasiswa merasa salah jurusan, stres mau DO.","Dilema lanjut atau pindah. Kami bantu 'Clarity' (kejernihan) berpikir. Mengakses kebijaksanaan batin untuk melihat potensi karir ke depan. Apakah benar salah jurusan, atau hanya kaget dengan beban tugasnya? Keputusan diambil dengan mantap, meminimalkan penyesalan di masa depan.","kuliah,jurusan,salah,stres",8
health,"Vape/Rokok Elektrik","Katanya vape aman, tapi saya ngerasa candu banget.","Vape tetap mengandung nikotin dan aditif candu. Terapi sama dengan rokok konvensional. Kami hilangkan sugesti 'Vape itu Keren/Gaul'. Kami munculkan kesadaran akan kesehatan paru-paru jangka panjang. Oral fixation (kebiasaan mulut) dialihkan ke minum air atau permen karet xylitol.","vape,pod,rokok,asap",8
health,"Biting/Ngemil Malam","Gak bisa tidur kalau belum ngemil, berat badan naik terus.","Night Eating Syndrome. Biasanya karena emosi sepi di malam hari. Kami ganti asosiasi 'Kenyang = Nyaman Tidur' menjadi 'Perut Ringan = Tidur Pulas'. Sugesti dipasang agar jam 8 malam 'dapur tutup' secara mental. Air putih jadi satu-satunya opsi yang diinginkan.","ngemil,malam,gendut,makan",8
health,"Takut Obat (Pill Phobia)","Gak bisa nelan obat pil, selalu dimuntahkan.","Refleks muntah (Gag Reflex) yang terlalu sensitif. Kami ajarkan relaksasi tenggorokan. Teknik visualisasi: membayangkan tenggorokan seluas pipa besar yang licin, sehingga pil sekecil apapun lewat dengan mudah. Latihan mental dilakukan sampai refleks muntah hilang.","obat,pil,telan,muntah",7
islamic,"Poligami (Sisi Istri)","Suami mau poligami/sudah poligami, saya tidak siap mental.","Isu sangat kompleks. Kami tidak masuk ranah hukum fikih, tapi mengelola *emosi* istri. Rasa cemburu, tidak adil, dan insecure divalidasi dan diredakan. Tujuannya agar istri bisa berpikir jernih & spiritual: Apakah sanggup menerima? Atau memilih jalan lain? Keputusan diambil dalam kondisi Qolbun Salim (hati tenang), bukan amarah.","poligami,madu,istri,cemburu",9
islamic,"Istikharah Clarity","Sudah sholat istikharah tapi masih bingung jawabannya.","Istikharah butuh wadah hati yang bersih dari 'Kecenderungan Awal'. Hipnoterapi membantu menetralkan ego dan keinginan pribadi (Zero State). Dalam kondisi netral ini, intuisi/petunjuk Allah (lewat mimpi atau kemantapan hati) biasanya lebih mudah terbaca dan dirasakan.","istikharah,bingung,pilih,jodoh",8
islamic,"Husnuzon Therapy","Susah berbaik sangka sama Allah dan orang lain.","Pikiran negatif (Suudzon) adalah racun. Kami latih otot mental 'Positive Reframing'. Setiap kejadian buruk, otomatis pikiran mencari 1 sisi baik/hikmahnya. Ini adalah aplikasi psikologis dari sifat Husnuzon. Hidup jadi lebih ringan dan bahagia.","sangka,buruk,curiga,allah",8
misc,"Hypno-Teaching (Guru)","Saya guru, mau belajar cara mengajar yang hipnotik.","Kami ajarkan prinsip hipnosis untuk mengajar: (1) Building Rapport (koneksi), (2) Pola bahasa persuasif, (3) Menggunakan intonasi suara, (4) Storytelling. Murid akan lebih antusias, penurut, dan materi masuk ke long-term memory mereka tanpa paksaan.","guru,mengajar,kelas,murid",8
misc,"Sports Performance","Saya atlet, sering drop mental pas tanding.","Mental juara dibentuk di pikiran. Kami gunakan teknik visualisasi 'Perfect Game'. Latihan mental mengaktifkan jalur saraf yang sama dengan latihan fisik. Kami juga pasang anchor 'Power Mode' yang diaktifkan sesaat sebelum bertanding untuk membanjiri tubuh dengan fokus dan adrenalin terkontrol.","atlet,lomba,menang,juara",8
misc,"Lupa Naruh Barang","Sering lupa naruh kunci/dompet, pikun dini?","Seringkali bukan pikun, tapi 'Absent Minded' (tidak hadir saat meletakkan). Kami latih 'Mindfulness Action'. Saat meletakkan barang, ucapkan dalam hati 'Saya taruh kunci di meja'. Kesadaran sesaat ini membuat memori terkunci kuat. Kami juga kurangi multitasking yang memecah fokus otak.","lupa,kunci,pikun,ingat",7
misc,"Takut Hantu/Mistik","Takut banget di rumah sendirian, parno hantu.","Phasmophobia. Imajinasi liar yang tidak terkontrol. Kami latih Anda mengontrol 'Remote TV' pikiran. Saat bayangan seram muncul, ganti channel ke bayangan lucu. Kami perkuat keyakinan tauhid: Derajat manusia (Khalifah) lebih tinggi dari jin/setan, jadi tidak perlu takut berlebihan.","hantu,setan,takut,sendiri",7
relationships,"Long Distance (LDR)","Capek LDR, bawaannya curigaan terus.","LDR butuh kepercayaan ekstra. Kami bantu kurangi 'Insecurity' dan 'Overthinking'. Saat tidak ada kabar, latih pikiran untuk berasumsi positif (sibuk/istirahat) bukan negatif (selingkuh). Kami ajarkan cara menikmati 'Me Time' berkualitas sehingga kebahagiaan Anda tidak 100% bergantung pada chat pasangan.","ldr,jarak,jauh,curiga",8
relationships,"Toxic Relationship (Pacaran)","Pacar kasar & manipulatif tapi saya gak bisa putus (Bucin).","Ketergantungan emosional (Trauma Bonding). Anda merasa 'tidak bisa hidup tanpa dia' padahal dia menyakiti. Kami bantu Anda melihat realita objektif. Kami bangun kembali Self-Love yang hancur. Saat Anda sadar betapa berharganya diri Anda, Anda akan otomatis ilfeel dan punya kekuatan untuk pergi (Walk Away).","toxic,pacar,kasar,putus",9
conditions,"Hypochondria (Cemas Penyakit)","Dikit-dikit Google gejala penyakit, takut kena kanker/sakit keras.","Health Anxiety. Google adalah musuh Anda. Kami stop kebiasaan 'Cyberchondria' (diagnosa via internet). Kami ajak Anda berkomunikasi dengan tubuh. Rasa nyeri sedikit dimaknai sebagai 'sinyal tubuh butuh istirahat', bukan 'tanda kematian'. Kepercayaan pada sistem imun tubuh dikembalikan.","sakit,kanker,takut,google",8
conditions,"Takut Miskin (Poverty Mindset)","Tabungan ada, tapi pelit banget ke diri sendiri karena takut habis.","Scarcity Mindset (Mentalitas Kelangkaan). Hidup tidak nikmat. Kami ubah ke Abundance Mindset (Mentalitas Berkelimpahan). Meyakini bahwa rezeki Allah luas. Anda dilatih untuk bisa menikmati uang secara wajar (Self-Reward) tanpa rasa bersalah, karena itu bentuk syukur yang justru menarik rezeki lebih banyak.","miskin,pelit,uang,takut",8
conditions,"Gagap Teknologi (Gaptek)","Takut banget salah pencet kalau pakai komputer/HP.","Technophobia pada lansia/dewasa. Kami hilangkan rasa 'Intimidasi' dari alat elektronik. Sugesti: 'Salah pencet bisa di-undo/kembali, tidak akan meledak'. Kami bangun rasa penasaran anak-anak (playful) saat belajar teknologi baru, sehingga proses belajar jadi cepat.","gaptek,hp,komputer,takut",6
conditions,"Writer's Block","Penulis/Content Creator buntu ide, macet total.","Kreativitas macet karena kritik diri (Self-Critic) terlalu cerewet. Kami istirahatkan kritik diri itu. Kami akses 'Creative Source' di gelombang Theta. Ide-ide liar dibiarkan mengalir dulu tanpa filter. Aliran ide akan kembali deras seperti keran air yang sumbatannya dibuka.","tulis,ide,macet,kreatif",7
conditions,"Takut Tua (Gerascophobia)","Stres lihat kerutan di wajah, takut jadi tua.","Kami reframe makna 'Tua'. Tua bukan berarti jelek/lemah, tapi berarti 'Matang & Bijaksana'. Kami bantu Anda menerima perubahan fisik dengan graceful (anggun). Fokus dialihkan ke kecantikan batin dan warisan kebaikan (legacy) yang akan ditinggalkan, bukan sekadar kulit kencang.","tua,keriput,jelek,takut",7
islamic,"Gangguan Jin Nasab","Katanya ada jin keturunan di badan saya, bisa hilang?","Di Albashiro, kami memutus 'Perjanjian Bawah Sadar' dengan leluhur. Seringkali jin nasab bertahan karena *kita* merasa butuh perlindungan mereka. Kami kuatkan tauhid: Cukup Allah pelindungku. Saat Anda benar-benar tidak menginginkan mereka dan hanya bergantung pada Allah, ikatan energi itu putus dan mereka pergi.","jin,nasab,leluhur,saka",8
islamic,"Mimpi Basah Berlebih","Sering mimpi jorok/basah, merasa terganggu ibadahnya.","Jika berlebihan, bisa jadi obsesi pikiran atau gangguan. Kami lakukan 'Mind Purification' sebelum tidur. Membaca doa, wudhu, dan meniatkan tidur untuk istirahat ibadah. Kami sugestikan agar alam mimpi dijaga oleh malaikat dari visualisasi yang mengundang syahwat.","mimpi,basah,jorok,tidur",7
islamic,"Niat Istiqomah","Semangat hijrah naik turun, takut balik maksiat lagi.","Istiqomah itu berat. Kami pasang 'Spiritual Anchor'. Misal: setiap dengar adzan, semangat hijrah di-recharge. Kami bantu Anda menemukan 'Strong Why' (Alasan Kuat) hijrah yang personal, bukan karena ikut-ikutan teman, sehingga pondasinya kokoh meski lingkungan berubah.","hijrah,istiqomah,maksiat,iman",8
pricing,"Diskon Pelajar","Saya mahasiswa, ada harga khusus?","Kami sangat peduli kesehatan mental pemuda. Ada 'Student Rate' dengan diskon khusus (biasanya 15-20%) dengan menunjukkan Kartu Tanda Mahasiswa (KTM) aktif. Berlaku untuk sesi di hari kerja (Weekdays) jam 09.00-15.00. Silakan tanya admin untuk slot yang tersedia.","mahasiswa,diskon,murah,pelajar",8
pricing,"Couple Package","Paket terapi bareng suami istri berapa?","Paket 'Harmoni Pasutri' lebih hemat daripada bayar per orang. Sesi mencakup konseling bersama, lalu terapi terpisah (jika perlu), dan penyatuan visi. Investasi ini jauh lebih murah dibandingkan biaya perceraian atau ketidakharmonisan seumur hidup.","pasutri,paket,berdua,couple",8
policies,"Anak Tanpa Ortu","Anak saya di luar kota, bisa terapi sendiri tanpa saya?","Untuk anak di bawah 17 tahun (belum dewasa hukum), kami butuh *Informed Consent* (izin tertulis) dari orang tua via WA/Email. Sesi bisa dilakukan online atau anak datang sendiri, TAPI kami akan tetap melaporkan progres umum ke orang tua (tanpa melanggar detail rahasia curhat anak).","izin,anak,sendiri,ortu",7
policies,"Garansi Uang Kembali","Ada garansi uang kembali kalau gagal?","Sama seperti dokter bedah tidak menggaransi operasi pasti sukses 100%, kami juga tidak. Pikiran manusia kompleks. Namun kami garansi **Kepuasan Layanan**: Jika di 30 menit pertama Anda merasa tidak cocok dengan terapis kami, sesi boleh dihentikan dan biaya dikembalikan (potong admin). Lewat dari itu, biaya full.","garansi,uang,kembali,refund",8
faq_general,"Hipnotis Kejahatan","Takut nanti saya dihipnotis buat nipu orang (gendam).","Hipnoterapi klinis SANGAT BEDA dengan gendam jalanan. Gendam pakai trik kejut (shock) dan mistik. Hipnoterapi pakai persetujuan (consent) dan relaksasi ilmiah. Anda tidak bisa disugesti melakukan hal yang bertentangan dengan moral Anda. Justru hipnoterapi membuat Anda lebih waspada dan sadar, susah kena gendam.","gendam,tipu,jahat,kejahatan",9
faq_general,"Bisa Lupa Mantan?","Bisa gak bikin saya lupa ingatan tentang mantan 100%?","Kami tidak bisa menghapus memori (amnesia permanen) karena itu bagian sejarah hidup Anda. TAPI, kami bisa 'Menghapus Rasa Sakitnya'. Anda tetap ingat nama mantan dan wajahnya, tapi rasanya netral, biasa saja, seperti ingat teman SD yang sudah lama gak ketemu. Gak ada lagi nyesek atau nangis.","lupa,mantan,ingatan,hapus",9
faq_general,"Buka Aura","Apa di sini melayani buka aura?","Kami menyebutnya 'Inner Glow Activation'. Bukan pakai susuk/mistik. Kami bersihkan sampah emosi (dendam/iri/sedih) yang membuat wajah kusam. Kami bangkitkan rasa percaya diri dan senyum tulus dari hati. Secara alami, wajah Anda akan terlihat lebih cerah, menarik, dan 'ber-aura' positif.","aura,cantik,susuk,mistik",8
category,topic,question,answer,keywords,priority
conditions,"Migrain & Sakit Kepala Tegang","Sering migrain atau sakit kepala kalau lagi banyak pikiran.","Tension Headache atau migrain sering dipicu oleh ketegangan otot leher akibat stres. Hipnoterapi mengajarkan teknik 'Body Scan' untuk merilis ketegangan mikro di otot kepala yang tidak Anda sadari. Kami juga kurangi sensitivitas saraf nyeri dengan 'Dial Control' mental, sehingga intensitas sakit berkurang drastis tanpa obat pereda nyeri berlebih.","migrain,pusing,kepala,sakit",8
conditions,"Asma Psikosomatis","Asma sering kambuh kalau lagi cemas atau panik.","Serangan asma sering diperparah oleh kepanikan (takut tidak bisa napas). Kami putus siklus 'Cemas -> Sesak -> Panik -> Makin Sesak'. Kami ajarkan teknik napas diafragma dalam kondisi trance yang membuat paru-paru terasa longgar. Klien belajar tetap tenang saat gejala awal muncul, sehingga serangan tidak menjadi parah.","asma,sesak,napas,paru",8
conditions,"Alergi & Gatal (Neurodermatitis)","Kulit gatal-gatal parah kalau lagi stres, obat salep gak mempan.","Ini Neurodermatitis. Pikiran stres mengirim sinyal peradangan ke kulit. Hipnoterapi menenangkan sistem saraf otonom yang 'overacting'. Kami gunakan visualisasi 'Cooling Water' atau cahaya sejuk yang mengalir di bawah kulit, meredakan rasa panas dan gatal dari dalam.","gatal,kulit,alergi,garuk",7
conditions,"IBS (Usus Sensitif)","Perut melilit dan diare kalau mau meeting atau ujian.","Irritable Bowel Syndrome (IBS) sangat terkait erat dengan otak (Gut-Brain Axis). Kami berkomunikasi dengan 'Otak Perut' Anda. Sugesti ketenangan dialirkan ke sistem pencernaan. Kami ubah respon 'Fight or Flight' (yang bikin sakit perut) menjadi 'Rest and Digest', sehingga pencernaan nyaman di segala situasi.","ibs,perut,diare,mulas",8
conditions,"Hipertensi (Darah Tinggi)","Tensi susah turun padahal sudah jaga makan.","Jika medis sudah dijalankan, sisanya adalah manajemen emosi. Kemarahan terpendam (repressed anger) sering jadi pemicu hipertensi. Terapi 'Emotional Release' membantu membuang 'uap panas' emosi ini. Relaksasi deep trance terbukti secara klinis melebarkan pembuluh darah dan menurunkan tekanan darah secara alami.","darah tinggi,tensi,hipertensi,marah",8
conditions,"Penyembuhan Pasca Operasi","Mau operasi besar, takut penyembuhannya lama/sakit.","Kami bantu persiapan mental Pre-Op dan percepatan Post-Op. Riset menunjukkan pasien yang dihipnosis pulih 30% lebih cepat. Kami sugéstikan aliran darah membawa nutrisi ke luka operasi untuk merajut jaringan dengan cepat dan sempurna. Rasa nyeri dikelola dengan 'Mental Anesthesia'.","operasi,bedah,luka,sembuh",7
conditions,"Mabuk Perjalanan","Gak bisa naik mobil/laut, pasti muntah.","Motion Sickness terjadi karena konflik sinyal mata dan telinga dalam. Kami kalibrasi ulang keseimbangan tubuh Anda di level bawah sadar. Visualisasi perjalanan dibuat menyenangkan. Anchor 'Jeruk Nipis' atau rasa segar ditanamkan untuk menghilangkan mual seketika saat kendaraan bergerak.","mabuk,mual,mobil,laut",7
conditions,"Latah (Echolalia)","Malu banget saya latah parah, dikagetin dikit ngomong jorok.","Latah adalah refleks kejut yang 'salah sambung' ke verbal. Kami perbaiki sirkuit refleks ini. Latihan desensitisasi dengan kejutan-kejutan kecil dalam kondisi rileks. Kami ganti respon kata-kata jorok menjadi gerakan diam atau tarik napas. Butuh latihan repetitif tapi sangat bisa sembuh.","latah,kaget,jorok,malu",8
conditions,"Tourette Ringan (Tics)","Suka kedip-kedip mata atau gerak bahu tanpa sadar (Tics).","Tics sering memburuk saat stres/lelah. Hipnoterapi mengajarkan kesadaran tubuh (Body Awareness) mendalam. Kami cari 'sensasi awal' sebelum Tics muncul dan mengajarkan respon alternatif (misal: meremas bola karet) yang lebih socially acceptable. Tingkat kecemasan umum diturunkan agar frekuensi Tics berkurang.","tics,tourette,gerak,mata",7
conditions,"Gagap (Stuttering)","Bicara tersendat-sendat kalau gugup.","Gagap seringkali masalah 'Timing' antara otak dan mulut. Kami ajarkan teknik bernyanyi (melodical speech) dalam hati yang membuat bicara lebih lancar. Trauma masa kecil (pernah diejek saat bicara) disembuhkan. Confidence dibangun agar klien tidak takut salah ucap.","gagap,bicara,bata,lidah",8
conditions,"Sakit Punggung Kronis (Back Pain)","Punggung sakit terus kata dokter tidak ada saraf kejepit.","Tension Myositis Syndrome (TMS). Sakit fisik akibat emosi terpendam. Kami bantu Anda menyadari emosi apa yang sedang 'dipanggul' di punggung. Dengan melepas beban emosi tersebut, otot punggung yang kaku kronis bisa rileks dan nyeri hilang seketika.","punggung,sakit,pinggang,encok",7
conditions,"Bau Badan (Psikosomatis)","Merasa bau badan padahal orang bilang enggak (Olfactory Reference Syndrome).","Ini halusinasi penciuman karena social anxiety. Klien merasa orang lain menutup hidung karenanya. Kami re-kalibrasi indra penciuman dan keyakinan diri. Kami ajak klien melihat bukti nyata (tanya orang terpercaya) dan membangun rasa aman di keramaian.","bau,badan,keringat,parfum",6
conditions,"Hypno-Fertility Pria","Sperma kurang bagus kata dokter karena stres kerja.","Stres oksidatif membunuh kualitas sperma. Hipnoterapi menurunkan kortisol drastis, memungkinkan tubuh memproduksi testosteron optimal. Kami visualisasikan 'Pabrik' reproduksi bekerja maksimal menghasilkan benih yang sehat, lincah, dan kuat.","hamil,pria,sperma,subur",7
conditions,"Vaginismus Sekunder","Dulu bisa hubungan intim, sekarang tiba-tiba sakit/takut.","Biasanya ada trauma baru (misal: pasca melahirkan sakit, atau perselingkuhan). Kami cari akar pemicu sekundernya. Kami 'reset' memori otot vagina agar kembali rileks seperti masa bulan madu. Hubungan emosional dengan suami juga diperbaiki.","seks,sakit,vaginismus,takut",8
conditions,"Menopause Dini/Gejala","Hot flashes parah dan mood swing karena menopause.","Hipnoterapi sangat efektif meredakan Hot Flashes. Kami ajarkan teknik 'Cooling Visualization' (membayangkan berada di pegunungan salju) saat hawa panas muncul. Emosi mood swing dikelola dengan anchoring ketenangan, membantu ibu menerima fase baru ini dengan anggun.","menopause,panas,tua,haid",7
students,"Hafalan Quran (Tahfidz)","Susah hafal ayat, gampang lupa. Mau lancar tahfidz.","Kami aktivasi 'Photographic Memory' untuk ayat. Dalam kondisi Alpha, otak menyerap hafalan 3x lebih cepat. Kami tanamkan sugesti: 'Ayat Al-Quran mudah dan lekat di hati'. Blok mental 'Ayat ini susah' dihancurkan. Kami hubungkan hafalan dengan emosi cinta pada Allah agar awet.","hafal,quran,tahfidz,lupa",9
students,"Matematika Phobia","Lihat angka langsung pusing dan takut salah.","Trauma guru matematika galak di SD sering jadi penyebab. Kami 'Reframe' matematika bukan sebagai monster, tapi sebagai teka-teki seru. Rasa takut diganti rasa penasaran. Saat rileks, logika matematika sebenarnya mudah diproses otak.","matematika,hitung,bodoh,takut",8
students,"Belajar Bahasa Asing","Belajar Inggris bertahun-tahun gak bisa ngomong (pasif).","Mental block 'Takut Grammar Salah'. Kami jebol dinding ini. Fokus diubah dari 'Benar/Salah' menjadi 'Komunikasi/Paham'. Kami install kepercayaan diri untuk *berani* bicara (cas cis cus) dulu. Lidah diluweskan lewat sugesti motorik.","inggris,bahasa,bicara,malu",8
students,"Homeschooling Motivasi","Anak homeschooling malas, gak ada saingan.","Tantangan HS adalah disiplin diri. Kami bantu anak membuat 'Sekolah Internal' di pikirannya. Menciptakan motivasi intrinsik (belajar karena butuh/suka, bukan karena disuruh guru). Jadwal harian ditanamkan ke bawah sadar agar otomatis bergerak tanpa disuruh ortu.","sekolah,rumah,malas,belajar",7
students,"Persiapan Lomba/Olimpiade","Anak mau olimpiade sains, takut blank.","Mental Juara (Winning Mindset). Visualisasi proses mengerjakan soal dengan tenang dan tepat. Kami ajarkan teknik 'Time Distortion' agar saat lomba, waktu terasa melambat sehingga anak punya banyak waktu berpikir, tapi kerjanya cepat.","lomba,juara,menang,olimpiade",8
students,"Pindah Sekolah (Adaptasi)","Anak stres pindah sekolah baru, gak punya teman.","Adaptasi sosial. Kami bantu anak meningkatkan 'Social Magnetism'. Menghilangkan rasa asing dan takut ditolak. Kami visualisasikan dia tersenyum, menyapa, dan diterima baik oleh teman baru. Rasa percaya diri ini akan terpancar dan menarik teman nyata.","pindah,sekolah,teman,asing",7
students,"Gap Year Anxiety","Stres karena gap year (nganggur setahun) lihat teman kuliah.","Fase 'Social Comparison' yang menyakitkan. Kami ubah mindset Gap Year dari 'Tertinggal' menjadi 'Persiapan Matang'. Kami bantu menyusun visi yang lebih besar. Rasa minder diganti dengan fokus pada pengembangan skill diri selama setahun.","kuliah,gagal,malu,teman",8
students,"Sidang Skripsi/Tesis","Takut dibantai dosen penguji pas sidang.","Ketakutan berlebih membuat otak 'Freeze'. Kami latih simulasi sidang berkali-kali di pikiran. Dosen penguji divisualisasikan sebagai mitra diskusi yang ramah. Anchor 'Tenang & Tegas' dipasang untuk menjawab pertanyaan sulit dengan diplomatis.","sidang,skripsi,dosen,takut",9
students,"Masuk Asrama/Pesantren","Anak nangis gak mau ditinggal di asrama.","Separation Anxiety. Kami kuatkan mental anak bahwa 'Jauh di mata, dekat di doa'. Kami berikan teknik telepati hati untuk 'mengirim kangen' ke orang tua tanpa harus menangis. Kemandirian dan kebanggaan menjadi santri ditanamkan kuat.","pesantren,asrama,pisah,ortu",8
students,"Kecanduan Komik/Novel","Baca Wattpad/Komik sampai lupa belajar dan tidur.","Escapism ke dunia fiksi. Kami negosiasi dengan bagian diri penikmat cerita. Kami buat kesepakatan: 'Selesaikan tugas dunia nyata dulu, baru boleh masuk dunia cerita sebagai reward'. Keseimbangan realita dan fantasi dipulihkan.","baca,novel,komik,halu",7
career,"Tes CPNS/Kedinasan","Gagal berkali-kali tes CPNS, trauma mau coba lagi.","Mental block kegagalan. Kami bersihkan memori gagal sebelumnya. Kami install 'Mentalitas Aparatur': ketelitian, ketenangan, dan kecepatan dalam mengerjakan soal CAT. Kepercayaan diri dipulihkan bahwa 'Tahun ini jatah saya'.","cpns,tes,pns,gagal",9
career,"Tes Masuk Polisi/TNI","Persiapan mental tes pantukhir polisi/tentara.","Seleksi alam bawah sadar. Kami bentuk mental baja yang dibutuhkan aparat. Disiplin, tegas, dan pantang menyerah. Latihan visualisasi fisik yang prima. Mengurangi kecemasan saat tes kesehatan atau wawancara mental ideologi.","polisi,tni,tentara,tes",8
career,"Sales Target","Stres dikejar target penjualan tiap bulan.","Pressure tinggi bisa bikin lumpuh. Kami ubah 'Target Angka' menjadi 'Game Seru'. Penolakan konsumen (Rejection) dimaknai ulang sebagai 'Langkah menuju Closing'. Motivasi internal dibangkitkan untuk mengejar bonus dengan semangat, bukan dengan ketakutan dipecat.","sales,jualan,target,stres",8
career,"Tenaga Medis Burnout","Saya nakes (dokter/perawat), lelah mental lihat orang sakit/mati.","Compassion Fatigue. Kami bantu Anda membuat 'Filter Emosi'. Anda tetap bisa empati melayani pasien, tapi tidak menyerap energi negatif/kesedihan mereka ke dalam hati Anda. Teknik 'Cleansing' sepulang kerja wajib dilakukan agar rumah tetap ceria.","dokter,perawat,rs,lelah",8
career,"Programmer Burnout","Coding error terus, otak rasanya ngebul (Mental Fatigue).","Otak kiri over-used. Hipnoterapi menyeimbangkan dengan mengaktifkan otak kanan (kreatif/rileks). Sesi deep trance selama 20 menit setara reset otak total. Fokus dan logika algoritma akan kembali tajam setelah istirahat mental yang berkualitas.","coding,it,komputer,lelah",7
career,"Shift Malam (Satpam/Nakes)","Susah tidur siang setelah shift malam, badan rontok.","Shift Work Sleep Disorder. Kami ajarkan tubuh untuk 'Switch Mode' instan. Kami pasang anchor: 'Pakai kacamata tidur = Malam hari', meski di luar terang. Kualitas tidur deep sleep dimaksimalkan dalam waktu singkat agar bangun segar bugar.","shift,malam,tidur,kerja",7
career,"Musisi/Seniman Block","Buntu ide, gak bisa bikin lagu/lukisan lagi.","Creative Block. Kami buka akses ke alam bawah sadar tempat gudang inspirasi. Kami hilangkan perfeksionisme yang menghambat aliran karya. Anda akan masuk ke 'Flow State' di mana karya lahir mengalir begitu saja melalui tangan Anda.","seni,karya,buntu,ide",8
